age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets 1,pets 2,religion,sign,smokes,speaks,essay0,essay1,essay2,essay3,essay4,essay5,essay6,essay7,essay8,essay9
32,single,m,straight,fit,strictly anything,socially,never,graduated from college/university,white,73.0,-1,construction / craftsmanship,2012-06-29-16-33,"oakland, california",,likes dogs,likes cats,other,aquarius and it matters a lot,no,"english (okay), other (fluently)",i am a cultured neanderthal and well mannered animal trying to live a good life and become the better version of myself.,working and then not working and then working again.,i'm a humble guy and would prefer not to answer this question.,,"i read voraciously in my youth. classic literature because those were the only names and titles i had any idea who they were and i reasoned i had a good chance of reading something good if it was already considered a ""great book"" and the author is already ""world famous"". this was my rationale at the time and it worked out beautifully well without question. now though i just try to stay entertained. at various times my favorite book was the idiot, the fountainhead, to a god unknown, 100 years of solitude, steinbeck, dostoevsky ect.  speaking of my never ending life quest to stay entertained, i just watched ""hunger games"". good movie but is that the most cynical, insincere, bizarre love story i've ever seen? can somebody explain to me what happened there? she was pretending to love that guy for tv?  thank you and good night.",i respectfully decline to answer.,we are all crazy monkeys. fuckin and fightin.,relaxing.,http://apocalypseironworking.com/,"if you are beautiful, smart and dark haired and want to tell me interesting things then you should definitely write me."
23,seeing someone,f,straight,used up,,desperately,never,working on masters program,"black, pacific islander",68.0,-1,rather not say,2012-03-23-18-36,"san francisco, california",,,has cats,agnosticism - casual,aquarius and it matters a lot,no,"english (fluently), sign language (okay), yiddish (poorly)","i reactivated my profile because jared wanted to read what it used to say. leave me alone*~*~**~*~ i'm too hot for words. i have a boyfriend, we don't want a threesome. also, my best friend wants a hot man. if you're a hot man let me know. i'm gonna hook you up with my hot best friend. she's 22, supa hot, and she wants to start a strong relationship online before she moves to san francisco. you have to be a total babe, and tall. a tall babe. the whole package with a package.  all i do is lurk people's profiles and respond to messages with a sassy undertone. i don't really wanna hang out with you, sorry. i should not be allowed to socially network.  i'm really cool. i like to wink at babes on the street when i drive by. i also blow kisses and strangers in awkward situations. i'm a lacto-ovo pescatarian. my favorite animal is a unicorn and my least favorite is a horse. horses and deer scare the living hell out of me. i hate driving down dark roads at night because i feel like deer will run out and break through my window. i also want a husband. that's about it.  i am horny, velociraptor, and",i'm partying my life away. i do hella drugz and cocaine.,"blow jobs, counting by 3's (only up to 30), tricking small children into my cars, fly fishing, gargling, reciting lines from avatar before they say them, drinking milk, barebackin' it, taunting gang members, uti's, foot tattoos on men, walking backwards, spitting watermelon seeds, freezing water into ice, melting ice into water, making out, leaving lists unfinished, taking it from behind, drunk driving, giving raspberries, dick drawings, counting the licks to the center of a tootsie pop (92, i have a moist tongue), i'm really good at solving for x, line dancing at bobby b's country gym on wednesday nights, finding designer clothes at discount prices, applying blush, recycling,",i look like maggie gyllenhaal and i'm smokin hot.,books: twilight series  movies: twilight & new moon  music: new moon soundtrack  food: anything but garlic lul ulullululul,"money stacked six rows high. if you don't know what that looks like, it looks like this:  $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$ $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$ $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$ $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$ $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$ $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$",why it's so hard to find hot guys for courtney on okc. it's seriously ridiculous how many people are not good enough for her.,making out with guys and watching tim and eric awesome show great job,i'm a sasshole. a sasshole is a mixture between an asshole and a sass.,you wanna e-date my hot bff until she wants to move to sf and meet you irl
31,single,f,straight,,,socially,never,graduated from college/university,,64.0,-1,,2012-06-25-10-01,"oakland, california",,likes dogs,likes cats,,aquarius and it matters a lot,no,"english, latin",wonderful. college graduate. well traveled. athletic. obsessed with home decor. cat mother.,"combining education, environment and art.",helping dancing sports all kinds making spaces pretty hybrid yoga,my big brown eyes.,"i love reading, watching movies and listening to music, too many favorites to list.  books: non-fiction, personal essay, nature and anthropology  movies/tv: documentaries, mockumentaries, warner herzog, ridley scott, errol morris, united states of tara  music: anything dance or sing-able  food: yes please. mexican, blueberries and nectarines, white mochas! hold the seafood.",friends jokes fabulous objects books animals dresses,"how can we make the world better? mens chests, creative reuse and elephants.","art-ing, all kinds. friends. pushing my furniture around.",i'm scared of balloons,you're picking up what i'm laying down
26,seeing someone,f,gay,athletic,mostly anything,,,working on college/university,black,66.0,-1,clerical / administrative,2012-05-18-18-47,"mountain view, california",,likes dogs,,,aquarius and it matters a lot,,"english (fluently), spanish (okay)","25 random facts about natasha: 1. if the tv is on, i will watch it, whether or not i want to. 2. i crave certain foods randomly, as if i were preggers. never been pregnant, though. 3. an only child and an older sibling. 4. ""natasha"" is a derivation of ""nativity."" it basically means ""birthday."" 5. deathly afraid of rats and mice. 6. clumsy. i've broken a thumb and a toe, both while playing non-contact sports. 7. can rap all of ""b.o.b."" by outkast. 8. read the entire harry potter series twice back-to-back. 9. an aspiring writer. working on a graphic novel series. 10. very easily approachable, though i'm pretty shy. 11. will talk about art, queerness, blackness, (black) feminism, and social justice all day, if possible. 12. can throw a mean right hook, but am a firm believer of non-violence as a way of life. 13. once scared myself with my own hand. 14. lover of language, puzzles, my nana, the '90s, awesome senses of humor, traveling, the way earlobes feel, love/lovemaking, learning, black women, good hugs, hearty laughter, wide vocabulary, full lips, lady hips, body language, real diversity, cooking, music, happiness, my loved ones. 15. i ain't short, but i'm not tall either. 16. i want to breathe my last breath in new zealand. 17. if it's sad, i'll cry. 18. had to get staples in my head freshman year of college. a story i should probably be more embarrassed about. 19. i have extreme buyer's remorse, even with free stuff. 20. the smell of dish-washing liquid is a turn on. 21. can imitate people pretty well. 22. spit and bathrooms are the grossest things in the world. 23. an excellent test taker. 24. beer, bar, and good conversation any day. 25. would rather always feel slightly nauseated than always feel like there was something in my eye.",art-making/business: -earth pearl collective: (www.earthpearlcollective.com) our latest event!: (http://www.indiegogo.com/epcostreetcar) -making music & learning instruments -writing: *hip-hop/poetry *qbw-based fiction *auto-ethnography  community service development: -business management/communications -relearning spanish -leadership techniques -arts-in-education programming -community arts partnerships -volunteer services coordination  dancing dancing dancing!,solving puzzles. finding lost jewelry. recognizing voices on cartoons. learning a new sport. navigating. reading energies.,style and cheekbones.,"books: octavia butler -parable of the sower/talents -wildseed -fledgling  poetry: lucille clifton -good woman  graphic novels: y: the last man. freak angels. dmz.  movies: district 9. lotr trilogy. no one knows. the color purple. the matrix. crouching tiger, hidden dragon. cast away. forest gump. terminator 1 & 2. studio ghibli. film movement.  shows: supernatural. fringe. king of the hill. fumination.  music: (artists) timbaland/missy. al green. michael jackson. sigur ros. ratatat. radiohead. tito puente. aretha. amy winehouse. adele. prince. coldplay. red hot chili peppers. bobby bland. basement jaxx. daft punk. lenny kravitz.  (genre) oldies/r&b. funk/soul. hip-hop. house/afrobeat. electronic/techno. folk. blues. afro-latin.  food: 1st place indian & mexican 2nd place afro-american, jamaican, ethiopian",love. laughter. art. food. physical contact with loved ones. mobility.,"art: various forms of writing, music composition, theatrical performance, dance. rugby. ways to stay positive. my family. my identities. my future/destiny/the meaning of life. my unborn children. what fun fruit flavors they'll roll out next.",hopefully dancing.,"not a very secretive person, so if you ask and you're decent, i'll probably tell you.",...you want to.
21,single,f,straight,,,socially,never,working on space camp,asian,66.0,20000,education / academia,2012-06-25-00-13,"berkeley, california",,likes dogs,likes cats,atheism - casual,aquarius and it matters a lot,no,"english (fluently), chinese (fluently), russian (poorly)",i'm that high-maintenance fighter pilot in all those low-budget scifi novels.  they pay me minimum wage to be a character for kicks.,"theoretical linguistics, shopping. sometimes i read arxiv.",being friends with penguins.,you've got to be kidding me.,"i like math, and umbrellas. not necessarily in that order.","lipgloss, lipgloss, lipgloss, lipgloss, lipgloss, and lipgloss.",reactions.,"probably chewed out on a problem set, although roof-climbing is not out of the option.","out of generosity, i'm admitting three:  1. i once ate something i didn't bake myself, 2. i don't know how to use linux, 3. i sing a lot of hip-hop in the shower.  those are all true statements, too -- particularly #3. i'm actually pretty damn good at singing.",you won't be really upset if i don't take you seriously.
27,single,m,straight,average,mostly anything,very often,never,graduated from space camp,hispanic / latin,70.0,20000,science / tech / engineering,2012-04-28-07-15,"south san francisco, california",,likes dogs,likes cats,catholicism - casual,aquarius and it matters a lot,when drinking,"english (fluently), spanish (fluently)","i was born and raised in the bay . my mom was giving birth to me in the car as my dad drove... yes.. no doctor greeted me, but a midwife, a nurse who was very lovely as my mom described her..maybe theyre is where received my loving and compassionate nature and thus recieved a smart sharp and wise mind. i am well read and intelligent. and though i am , im also that prodigal son was who i was destined to be.for that i sincerley regret. and thus lies my philosophy and sorrows of life...and as the sky is wide and grand,so is my mind and love...my father died when i was a young man.when i was 15.there began my struggle.there began my vanity. but hope cannot be dismissed so easily ,especially for one who soul was and is connected to it. for that i thank my mother.",im working and procrastinating on thing that must be done..im also spending like crazy i care little for material things..god provides or thr birds and the bees why wont he provide for me huh,drinking making jokes conversation working baseball reading sex lol and enjoying life im not good at sleeping though its hard for me to fall asleep,"im funny,smart,wise, bald,not as fit as i oncewas,and a bunch of stuff only people would know theyere the ones noticing","a good novel like lonesome dove,aztec,where the red fern grows,the call of the wild,good movies i like ip man back to the future e.t., the goonies,jaws,avatar,harry potters,the hangover , t.v shows i like family guy, south park,simpsons,two men and a half althoug i aint gonna watch that shit w ashton kutcher wont be the same,terra nove unsolved mysteris,ancient aliens,i love all food,and i love all music even chinese , tough i cant stand that death metal shit.i love rock oldies spanish romanticas rap..etc",friends water family loyalty respect truth love light,life the world sex space time history death,"doing it live,staying home lately",,
41,single,m,straight,fit,,rarely,never,graduated from high school,white,75.0,20000,entertainment / media,2012-05-15-12-39,"san francisco, california",,likes dogs,likes cats,catholicism - casual,aquarius and it matters a lot,no,english,"i like to make sure the people around me are having a good time, i like to make people laugh, i love to dance, i love music, i absolutely love europe and would love to possibly live there one day but i am happy with my recent move to san francisco as it looks a whole lot like europe and the weather is great! i am all around a passionate and artistic person! i have always been nice to the wrong type of women who don't deserve it and that is why i am here looking for someone who does deserve it and would appreciate someone who really cares about them and wants to treat them well. i am looking more for the girl next door type then the partying type i liked in the past. i am not a push over or boring but definitely not your typical meat head type of guy!","i have been playing drums on cruise ship for the last 2 years and it has taken me all over the world including europe, the caribbean, australia, new zealand, brazil, africa, egypt, etc., i am still pinching myself as it is hard to believe i have seen all these amazing places and get paid well to do so!",playing the drums as i have been a professional at it for 26 years. i am really good at meeting people and starting a conversation with anyone although i do get shy sometimes when it comes to approaching women. i am also really good at making people laugh and i am a great kisser!,"that i look just like brad pitt, lol, ok seriously i think it would be that i am friendly, outgoing and like to make people laugh!","i wish i was more of a reader but i am just to energetic to sit and read a book. my favorite movies are the big lebowski hands down, shawshank redemption, american beauty, the usual suspects, happy gilmore, step brothers and anything with will ferrell! i love old school hip-hop, rock, and i love fusion jazz and funk, electronic and honestly every style as long as it is good for what it is! my favorite food is mexican food and the pizza in napoli, italy.","music, food, wow this is a tough one, umm, i have to think about this one longer.",,"honestly at home, kind of sick of the bar thing since my late 20's. if i do go out i prefer going out on the weekdays when it is less crowded or sticking around home and watching a movie or something.","that i can watch a romance movie and love it, wow did i just post that, lol! i don't rent them but if they are on i will watch them. i have seen lets say ""the notebook"" and thought it was a great movie! how could you watch that and not want a relationship/girl like that?! i guess i want what most guys don't seem to want or at least i don't fake what i am saying just to get in a chicks pants which most guys do, i am just not that guy! my friends would probably make fun of me forever if they seen this post, lol, but i like what i like and don't really care what anyone thinks!",appreciate a good guy!
25,single,f,straight,curvy,,socially,never,graduated from college/university,white,62.0,-1,sales / marketing / biz dev,2012-06-29-00-55,"oakland, california",,likes dogs,likes cats,other,aquarius and it matters a lot,no,english (poorly),"i am from san francisco but not its biggest fan. i am midwestern at heart and day dream about chicago daily. i always have several unfinished projects in various states of abandonment at any given moment. i love bars, dont know why but i love em. i dont cook, can cook, good at cooking but really only do it twice a year. i drive at least 300 miles a week, mostly in circles.",stressing out,"i'm pretty good at selling things. im really good at introducing myself to strangers, on a typical friday night everyone will know my name by 1am. this makes me happy.",i shake everyones hand.,"i like books with lots of pictures. i have read none of the books that i own, and don't really plan on reading them, though sometimes i think about it.  i like all kinds of movies. right now i am only watching movies with jason statham in them.  i don't eat seafood at all, it creeps me out. i will eat mcdonalds though... i know.",all things considered this american life fresh air on the media bbc worl briefing prairie home companion,food mostly,drunk,"i hate when people dont respond to text messages, but i do it too.  beer bellies are a huge turn on.",you have something nice to say.  you want to correct my spelling.  you look like zach galifianakis.
23,single,f,straight,fit,mostly anything,,,working on college/university,,63.0,-1,,2011-09-10-23-51,"emeryville, california",,,,,aquarius and it matters a lot,,english,i'm a party in a bottle,"writing,editing,smiling,learning",everything,my lips and my eyes,,,"my book, my movie and music",looking for the stargate....writing,,you're a hot shy guy who likes beautiful nerds
39,single,f,straight,,strictly anything,socially,,working on ph.d program,white,64.0,-1,other,2012-06-03-22-39,"richmond, california","doesn't have kids, but might want them",has dogs,dislikes cats,other,aquarius and it matters a lot,no,english,"owens river valley, yosemite, or tahoe, nestled in my sleeping bag in the pre-dawn hour, taking in fresh potential, excited by the anticipation of a day filled with adventures on trails, rocks, and rivers...  wandering the streets of manhattan, paris, florence, san miguel de las casas, in search of the darkest chocolates, properly made cappuccinos, and hand made treasures...  nourishing the soul and body with organic peaches, purslane, and other provisions found at the grand lake, berkeley, kensington, and sebastopol farmers markets...  eating skirt steak and salsa verde and drinking fine bourbon (neat, or mixed up in manhattan) amongst intriguing characters at community tables, whether at pizzaiolo, the local 123, or underground suppers...  chomping popcorn and being blown away at the red vic by enter the void...  creating art in community that brings about happier, healthier futures for all...  mix 'em up, add some more --- and there you go --- a slice of me.","i'm in love with the adventure and possibilities of each day.  i'm crafting a life where i do great work in fewer hours, so that there's more time for family, friends, making new friends in new communities, going on more adventures, being in nature more, seeing more art, making art...","friendship and care. my friendships are long, healthy, and rewarding.  learning and growth. i love discovery and change, and engage these through travel, books, relationships, discussion, reflection.  dry humor laced with non-cutting sarcasm. not everyone appreciates humor that celebrates the absurdity of our society's quirks and blind spots, but i'd say it's my specialty.  not taking life too seriously. yet taking it seriously enough!",piercing gaze.,"reading material: i'm pursuing a phd, so i basically only read books, journals, websites, etc. that relate to my research across the creative experience for artists and their viewers as a source for personal and social change, creativity, sustainability.  watching material: i love all kinds of film, from dark drama to ridiculous comedy and many types in between. not so much interested in horror these days... do prefer the quirky indies, but i've been known to sit down for a big hollywood action film now and again (typically not chosen nor enjoyed, but hey, i'm open to it).  music: my tastes span diverse genres, from bluegrass and alt-country to deep house and electro, and so much in between. i draw the line at pop-country and just about anything that's played on the regular radio - unless its on kalx.  shows: i love theater, performance art, symphony, and so on, but it happens quite rarely these days. i especially love to go out for a night of music and dancing...always invigorates.  food: organic. local. sustainable. farmer's markets. locally owned grocery stores. back yard veggies. love to cook at home as well as eat out at restaurants that have love, soul, and distinctive character pumping through their veins. i love me the spirits and wine as well. food is a big part of my life.","1. family, friends, and community 2. being in nature, being with nature, being of nature 3. knowing the next adventure is happening right now 4. organic food, fine spirits, special wines, properly made cappuccinos 5. being physical: climbing, hiking, walking, riding my 3-speed 6. dogs!",the wonders of life on this planet...the potential existence of multiple universes...how humans interact with one another...why people really do choose dogs that look like them...wondering who the first inventor of this and that was...why the people who owned my house before me had the walls textured in this manner...if i should only plant native species out back...and so on...,"no such thing as a ""typical friday."" variety is the spice of life. some things that i may be doing on a friday:  - hanging out in nature, whether a quick walk, a long hike, backpacking, getting out of town, climbing (bouldering, in particular)  - planning a road trip, spending hours mapping out routes (on real, hold-in-your-hands maps) that mix city and country, odd places off the beaten path as well as highways  - eating out (and drinking) at places i've never been, and even traveling to new towns just to try out a place i've read about  - cooking a delicious meal for others  - designing my research and imagining how i can build it into my livelihood  - dancing to deep house in the city or taking in some great bluegrass in berkeley  - hanging with friends, walking the dogs",potatoes.,"this stuff resonates with you:  i'm intense. i'm dry. i'm more quirky than mainstream but unless your keyed into the subtleties, you may not notice this upon first meeting. i have a very clear vision of what i want in life, yet i am also able to adapt, change, and evolve to new possibilities that arise.  i know the value of exploration, and dating is a beautiful means to finding a beautiful partnership. if your intent is to find a partnership filled with growth, family and friends, and lots of fun adventures, let's explore the potential.  if you're passionate about life, if you're someone who sees partnership as sacred and wonderful in all of its complex glory, then let's connect."
40,single,m,straight,fit,mostly vegetarian,socially,,graduated from college/university,white,68.0,-1,other,2012-06-27-12-07,"san francisco, california",,likes dogs,likes cats,,aquarius and it matters a lot,no,"english, chinese (okay), spanish (poorly)","grew up on the east/west coast and east asia. went to school for fine art and design, became a jack of all trades and master of some. i feel at home where ever i am and like to experience life directly.","running a biz, building stuff (mostly out of wood), enjoying a life that i'm creating with my vision. mentoring.",seeing the lighter or funnier side of life. making tea. playing music. solutions. motivating. conversing and engaging.,you tell me.,"i'm way open to all of these. but i write more now don't read as much. i'm interested in stuff now that i haven't seen, tasted, or heard before.  i grew up as a kid with motown, the stones, clash, sex pistols, bad brains, bowie, zep (thanks to my bro) then when a teenager got into public enemy, epmd, cro-mags, miles davis, herbie hancock, stevie wonder, jimi, james brown, mahler. lately tinariwen, old tina turner  for movies lots of foreign flicks a few ""local"" ones i dig are, ghost dog, being there, documentaries.,  food i tend to like thai, indian, viet, basically southeast asian, whats in season and local stuff and cooking and making up my own dishes.",friends tea & herb music bodies of water meaningful work travel,random mundane stuff mixed in with some deep heavy life questions. or how to improve something,there's not really typical any nights in sf,i'm a genius,your genuine
24,single,f,straight,skinny,,socially,never,working on college/university,other,67.0,-1,science / tech / engineering,2012-06-30-22-26,"san leandro, california",,,,,aquarius and it matters a lot,,"english (fluently), spanish (poorly)","i find myself to be a woman of quality and definitely a queen in the making, hence quality q.","working, going to school, and acquiring new knowledge daily. meeting people, having fun, being free. learning, teaching, understanding.","giving the right signals to the wrong people ""/","not sure, you tell me.","white chicks, but not the biggest movie buff reality tv shows on vh1, mtv, bet sitcoms-sex and the city etc. books-the color purple, too beautiful for words, good amongst the great, 32 candles..","i'm going to switch it up because i don't find myself to be that attached to any material possesions. so here's what i could do without...  1. makeup & false enhancements 2. cheese-i only like it on spanish dishes, and nachos... 3. hair that's not on my head 4. public transportation-we should all have cars and they should be paid for by the government! [i don't have a car :( 5. rain-i'd rather have the social responsibility of taking care of the plants myself..unneccessary wetness 6. travel limitations-i want to see the world why does money or lack therof have to be what stops me",being somewhere else,tg if and wondering what the weekend will bring,"i've never dated outside of my race, never really interested me",i would put specific zodiac signs but i want to stay open...lol so just message me!
22,single,m,straight,jacked,strictly other,very often,never,dropped out of law school,"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",95.0,1000000,rather not say,2011-10-20-21-43,"san carlos, california",doesn't want kids,has dogs,has cats,other,aquarius and it matters a lot,yes,"english (okay), sign language (poorly), estonian (okay), ancient greek (fluently), greek (fluently)",im a pumpkin.,"oh, you know.",making people laugh and playing and writing music.,my ass,falapagose mumpkins,a guitar penguins another guitar water midgets gasoline,beating police officers with a frozen salmon and ridng llamas through the white house on acid.,at a show/party/event/forrest/shindig/hodown/get-together/kickback/potluck/beach/adventure festival blunt down,i hate tuna. and mayonnaise. and i hate people.. im not kidding i seriously fucking hate everyone. exept bill cosby.,you are bored of boring people that suck because i fuckin kick ass can i get a hell yeeeaaahhhhh!!!!!!!!
27,single,m,straight,a little extra,mostly anything,socially,never,working on two-year college,black,76.0,20000,other,2012-06-30-21-43,"hercules, california","doesn't have kids, but wants them",likes dogs,,christianity - casual,aquarius and it matters a lot,no,english (fluently),"hey, hi and helluur women ofokcupid! haha i hope everything is great. i'm ray, 27 years young and i reside in fairfield at the moment. i'm at a great place in life right now. i'm overwhelmed with a sudden burst of determination, ambition and focus. i'm not afraid to admit....i've wasted a lot of years being content with life. that's of the past now. the rest of my life starts, now. it took me awhile to realize what is needed for the type of life i want but i have a vision now. school is my #1 priority and i haven't been this excited about it ever haha. i'll be studying digital media this fall. ladies, i'm a gentleman, i have a good head on my shoulders. good guys do actually exist. u just have to take advantage of one when u see em.  what i'm looking for? a friendship that turns into something great. i need someone to understand where i'm at and where i'm headed in life. i know what women look for. they look for establishment and stability. i don't have that yet but that's exactly where i'm headed. i would love to meet someone who accepts that, accepts me. u will get rewarded. it also shows your character. yea, i'm ready to settle down. i'm not old haha but i'm not getting younger. physically....i like women from petite to thick(curvy, smaller bbw). i'm a sucker for women with nice lips. that's my weakness. u have me won if with nice lips, hips and thick thighs haha. nice eyebrows too. yea yea that's different lol. i don't discriminate. i love all women, all flavors. send me a message if i caught your attention. lets get this thing started.  u can find me on facebook.com/jonteraynal","working retail, going to school, bettering myself.","listening, staying humble and positive....being random and silly.","my height haha. people assume i'm in the nfl(was my dream, though) or body guard haha.","books: children of the matrix, black novels.  movies: love & basketball, menace ii society, friday series, american pie series, step brothers, hangover, x-men series, the avengers.  shows: lost, the real world/challenge, sports center, the game, let's stay together.  music: i love neo soul. jay-z, mos def, kanye west, nas, rick ross, dmx, erykah badu, chrisette michele, goapele, jill scott.  food: italian, bbq, mexican.","god, family, football, music, originality, laptop.","the present and near future, reminiscing too. i think about football nonstop(49ers!), marvel, lakers, lips, thighs....i guess i'm thinking about my future woman haha. i just think about how my life is going at the moment, how i want it to be, and how to get it where i want it to be.","relaxing, thinking about why i'm not spending this time with my future wife yet, hanging with the fam.",why spoil the surprise?,"your looking for something real and serious. im a good man, take advantage."
23,single,m,straight,athletic,mostly vegan,socially,never,working on masters program,hispanic / latin,70.0,40000,education / academia,2011-12-27-16-41,"san francisco, california",,likes dogs,likes cats,christianity - casual,aquarius and it matters a lot,no,"english (fluently), spanish (fluently)","welcome to my page, i'm jp short for my name i'm a 22 year old male that is looking for a female i can relate to, and be myself around. i know what i have to offer i woman and i never settle for less i want to make sure she's worth my time. i'll like to meet someone here, have a good conversation or something we can exchange ideas and have some fun! it doesn't matter i'm open :) well if you would like ot know more of me message me these question i think there stupid it matters actually talking to the person then to take a machines advice lol",i woul like to go back to school nd complete on getting my teaching creentials. and som culinary ;) i love to cook mmmmmm,"drawing, poetry, dancing, grafitti, pretty much everything i put mind in to and :)","i have to say my funnyness, and great sense of humor.","i'm into chick fick books, fantasy, knowledgement, and horror.",i'm not sure yet,,a gargoyal,no comment lol,if anything i'm always up for the ones who look for a conversation ;)
26,seeing someone,m,bisexual,fit,mostly anything,socially,never,working on space camp,,72.0,20000,science / tech / engineering,2012-06-21-01-23,"oakland, california",,likes dogs,dislikes cats,agnosticism - casual,aquarius and it matters a lot,when drinking,"english (fluently), spanish (poorly), c++ (fluently)","i'm just me. i don't really know how to explain it very well but once you meet me... there i am. i'm extremely weird (but not in that ""oh god! don't murder me!"" kind of way). have an odd sense of humor and appreciate many kinds. my head is made of dual-core processors and my heart is made of food. love people who speak their minds honestly but know how to be gentle about it. just blurting out what your thinking doesn't show much tact, but doing it in a way that doesn't disregard others feelings does.  i haven't updated this profile much since i was single. the only major changes is that i wake up every day with veganvagen. we are both poly-curious, although we don't know if we're interested in getting pulled into a scene.","i'm currently working as a computer technician for local non-profits and freelance graphic designer. living on my own but still close to my fam. trying to find myself in this new and strange place called ""the bay area"". i'm slowly gathering the pieces of a once broken life back together again. just hoping to find another person who isn't caught up in trying to find some exaggerated, romanticized version of the ""perfect"" partner.","martial arts (the ones i've already learned), cooking, working out, and screwing up occasionally (for some reason when i mess things up they gets messy!!).","my nerd powers!! i don't wear them physically, but i project them emotionally and mentally. some people say that my smile stands out but i don't think i smile all that much to begin with. most of the time somone is complementing my sense of style. this makes me blush a lil' but i try to act like it doesn't phase me. i'm also told that i have an outwardly tough presnce.","i'm a big fan of shakespeare and don't try to impress you with the fact. all the teachings of don juan books and agatha christie novels. of course, i enjoy a good comic/graphic novel.  the movies i stand by are ""toombstone"", ""the good, the bad, and the ugly"" and ""star wars""! love a well written sci-fi flick like the newest star trek and serenity. like horror but i'm really picky cause i don't scare easily. romantic comedies can only be tolerated if actually funny and romantic.","a computer, a job, my family, a well crafted weapon, sexual release, and the person that was made for me.","why is my astrological description is completely on point, but my horoscope isn't?  the current state of intelligence in the world and if it still plays a role in our overall lives.  the next thing that has to get done at work.  that thing i sent ya!",doing whatever the hell i please!! i never bog myself down with routine during free time.,..hmm... i will admit to sleeping bare ass! if it was too much to read we already don't match ;-).,"you are sane, intellegent and interested. all else is for the universe to decide."
26,single,f,straight,thin,,socially,never,graduated from two-year college,hispanic / latin,62.0,20000,sales / marketing / biz dev,2012-06-07-02-25,"albany, california",,likes dogs,likes cats,catholicism - casual,aquarius and it matters a lot,no,"english (fluently), spanish (fluently)","im 25 yay!!!!!! well lets see about me: i like pizza its one favorite foods. my favorite color is yellow because its the happiest and brightest. i luv going out especially going dancing!!! its my happy place! i teach little kids how to dance salsa and i love it! if you ever wanna learn lemme know! im on the amateur team of salsamania company and i love it!!!!!!! i dont need much to be happy, im a very happy person as it is! you probably will see me with a smile on my face most of the time. i love my country puerto rico very much its also my other happy place besides dance. i dance salsa,bachata.cha cha,reggaeton, hip hop basically if the music is good i dance to it!!! i am very outgoing and have alot of goals for myself as a dancer and a person. i love nutella!!!! i love pictures! boyz2men! i hate ignorant or mean people! if i can put a smile on your face i feel that ive made one more person happier and that fufills me im left handed and alot of fun! if you want to know more ask me!",im on a competitive salsa dance company called salsamania. based out of alameda ca. i am currently on the semi pro team called son de mania. graduated from medical assisting school and going to school to become a nurse.,"im really good at dance!!!!! dancing is my passion and i want it to be my career. i also love: photography,languages,art,collaging,scrapbooking,and dancing of course lol :)","the first thing is usually my dancing abilities lol. people usually notice my long hair, my smile and my outgoing personality.","favorit movies :center stage, chicago, moulin rouge, grease, what dreams may come, joes apartment, the goonies!!!! little monsters, cinderella, little mermaid, snow white,the mask, edwardscissorhands, pirates of the carribean, oceans 11, meet the fockers, first wives clubs, white chicks,and step ford wives, iception, bride wars,step up 3d,the notebook, twilight saga and many many more  tv: friends, csi miami,project runway, trueblood, capadocia,medium,badgirls club thats about it for tv  music:boyz2men,christina aguilera,mariah carey,reggaeton, salsa,tego calderon, gomba jahbari,cultura profetica,baladas, de todo!!!!  food:pizza,french fries, cheetos,sourdough toast,tacos! meat, gelato,nutella,kinderbueno,platanos,linguica, bacon hmm and pineapples",my phone my computer facebook eating dancing my family,the future my dreams my goals my dancing,out at club or perfomance dancing lol or a movie!!!!,i am afraid of ending up alone :(,you are any of the following: outgoing fun sense of humor a dancer likes to laugh loves to go out enjoys conversation is intelligent is not trying to change me likes to be silly very affectionate and message me if you have any questions
33,single,f,straight,,mostly vegetarian,socially,never,graduated from masters program,,68.0,-1,education / academia,2012-06-30-16-13,"san francisco, california",has a kid,,,,aquarius and it matters a lot,no,english,life is precious. i love simplicity. music is everything. starting to travel. teaching and starting my own business.,being present in every moment,"being chill, parenting, appreciating life",my dedication,"sherman alexie, snatch, amelie, thai food, sauce, cream of beat, classical, old school jammy-jams, sam cooke",my daughter water silence dreams love laughter,"life, human behavior, traveling","sleeping, sippin on vino, hanging with friends",,
